age,canton,situation_maritale,nombre_enfants,taux_occupation,salaire_mensuel,loyer_mensuel,depenses_vitales,depenses_loisirs,a_credit,montant_credit_mensuel,score_sante_financiere,santé_financière
35,JU,marié,2,80,6324,2080,1783,1226,oui,1010,69,moyenne
50,UR,marié,3,50,3325,1056,1325,930,oui,896,5,mauvaise
58,OW,marié,1,100,9160,3715,3020,2502,non,0,56,mauvaise
52,NE,divorcé,0,100,8825,1716,1756,1123,non,0,100,très_bonne
27,SH,célibataire,0,100,6048,1762,1578,919,oui,1165,78,moyenne
35,ZG,marié,2,100,8341,3177,2174,1294,oui,1137,72,bonne
62,ZH,célibataire,0,80,6772,2744,2350,1290,oui,1047,31,moyenne
38,SG,divorcé,0,100,5961,2061,2023,1631,non,0,76,mauvaise
50,BL,marié,3,100,8680,3942,3136,2143,oui,1564,14,mauvaise
45,NE,marié,2,100,9269,3573,3362,1761,oui,2504,21,mauvaise
63,NW,divorcé,1,100,9800,3155,3223,1657,oui,1506,77,moyenne
54,ZG,célibataire,0,50,5498,3057,2246,1177,non,0,20,mauvaise
32,SO,célibataire,1,100,6409,2289,2146,1655,non,0,68,mauvaise
44,LU,célibataire,1,100,6810,3438,3385,1682,oui,2343,0,très_mauvaise
56,JU,marié,1,50,4121,1157,1204,815,oui,823,71,moyenne
46,BS,marié,2,80,8257,1773,1664,800,oui,537,100,très_bonne
31,TI,marié,3,80,4702,1770,1606,1203,oui,1141,28,mauvaise
33,LU,célibataire,0,100,6658,2933,3437,1978,oui,2237,0,très_mauvaise
25,AR,marié,2,50,3164,854,1040,660,oui,584,55,moyenne
53,TI,marié,0,80,5339,1641,1696,915,oui,910,69,moyenne
32,FR,célibataire,0,100,8065,2560,2018,1372,oui,1063,85,moyenne
28,ZH,célibataire,0,50,4083,1802,1444,1052,oui,1039,0,mauvaise
59,SH,marié,2,80,6040,1142,1141,593,non,0,100,très_bonne
27,TG,marié,1,100,5685,1179,1233,793,non,0,100,très_bonne
64,OW,divorcé,0,100,8782,2340,2470,1392,non,0,100,bonne
31,BE,marié,1,80,5640,1875,1926,1208,non,0,76,moyenne
51,VS,marié,2,80,5472,2799,2517,1433,oui,1634,0,très_mauvaise
25,GL,marié,1,100,6681,2122,2142,1374,oui,1661,36,mauvaise
51,ZH,célibataire,0,100,9104,4426,3486,2265,oui,2045,18,mauvaise
40,UR,célibataire,0,100,6525,3393,3067,2133,oui,1913,0,très_mauvaise
62,UR,célibataire,0,50,4580,1355,1024,678,oui,544,90,bonne
31,SZ,célibataire,0,100,8182,2009,1943,1131,oui,636,100,très_bonne
47,TG,célibataire,0,100,7759,1499,1644,1033,non,0,100,très_bonne
65,ZG,marié,2,100,11623,4163,3497,1400,non,0,100,bonne
35,VS,marié,2,100,7709,2165,2213,1245,non,0,100,bonne
57,BL,marié,3,100,9156,3506,3270,1336,non,0,88,moyenne
60,GR,célibataire,0,50,3347,801,671,315,non,0,100,très_bonne
61,SG,marié,1,80,7748,2729,2087,1459,non,0,92,moyenne
65,GE,marié,1,100,8189,5489,3613,2149,oui,3168,0,très_mauvaise
41,ZH,divorcé,1,50,4857,1906,1479,1019,non,0,68,moyenne
59,VD,divorcé,0,100,9930,4287,3953,2679,non,0,38,mauvaise
29,AR,marié,1,80,4899,1645,1340,910,non,0,96,moyenne
56,BE,marié,1,100,7703,2614,2773,1125,oui,1518,57,moyenne
27,AI,célibataire,0,50,3883,1254,1045,660,non,0,83,moyenne
59,TG,célibataire,0,100,9760,3970,4109,2538,oui,3258,3,très_mauvaise
38,VD,marié,1,100,6664,3543,2895,2119,oui,2540,0,très_mauvaise
55,SZ,marié,3,80,8005,3446,3141,1556,oui,1699,22,mauvaise
55,VD,marié,0,50,4426,1860,1935,1071,oui,803,10,mauvaise
41,AG,marié,1,100,7963,3554,2602,1609,non,0,62,mauvaise
48,SZ,marié,1,80,7900,2057,1852,660,non,0,100,très_bonne
47,BE,célibataire,0,50,4538,1200,1349,673,non,0,100,bonne
42,NW,célibataire,0,80,6155,3061,2351,1233,non,0,40,très_mauvaise
38,LU,célibataire,0,100,7371,3212,2994,1886,non,0,30,très_mauvaise
39,SG,marié,0,80,5627,1755,1437,675,oui,831,83,bonne
39,NE,marié,0,100,6460,1482,1437,637,non,0,100,très_bonne
30,NE,divorcé,0,100,6619,2057,1704,1236,oui,1145,76,moyenne
51,LU,marié,2,100,7889,2402,2054,1419,oui,1535,75,moyenne
39,BL,célibataire,0,80,6492,3216,2638,1266,oui,1792,3,mauvaise
60,NW,célibataire,1,100,7311,1916,1596,924,non,0,100,bonne
32,GE,marié,3,100,7100,3598,2185,1363,oui,1267,21,moyenne
39,NE,divorcé,0,100,8406,3524,2720,2046,oui,2228,7,mauvaise
27,LU,célibataire,0,100,5924,2027,1602,1143,oui,800,76,moyenne
37,AR,marié,2,80,4771,1799,1804,1035,oui,1243,5,mauvaise
65,GR,célibataire,0,100,9152,2199,1921,807,non,0,100,très_bonne
58,FR,célibataire,0,100,7448,1811,2110,1213,non,0,100,bonne
48,VS,divorcé,0,100,7537,1952,2104,1248,oui,1149,92,bonne
64,NW,célibataire,0,80,6050,2479,2355,1428,oui,1224,10,mauvaise
56,ZG,marié,2,100,8759,6016,3868,2641,oui,2229,0,très_mauvaise
56,SZ,célibataire,0,80,7238,1570,1502,821,non,0,100,très_bonne
54,TG,marié,2,80,7370,2721,2879,1984,non,0,50,mauvaise
37,GL,marié,0,100,5793,1499,1701,1001,non,0,96,moyenne
25,SH,divorcé,0,100,8148,2199,2499,1534,non,0,100,moyenne
58,UR,célibataire,0,100,7242,1425,1679,1012,non,0,100,très_bonne
39,TG,célibataire,0,100,6477,2594,2190,1757,non,0,48,mauvaise
38,SH,marié,2,50,4346,1068,1078,543,non,0,100,bonne
53,BS,célibataire,0,100,9931,3304,3036,1976,non,0,97,moyenne
58,BE,marié,1,80,5601,2275,2324,1198,oui,1406,0,mauvaise
42,BL,marié,2,100,8788,2420,2775,1223,non,0,100,bonne
31,ZH,célibataire,0,80,6338,2234,1674,1000,oui,653,68,bonne
53,TG,marié,1,80,5197,2709,2403,1284,oui,1518,0,très_mauvaise
55,NW,marié,3,100,7517,2250,2056,1175,oui,681,99,bonne
49,GE,divorcé,2,50,4287,2075,1865,999,oui,949,10,mauvaise
62,ZG,marié,2,100,8413,3868,2744,1700,non,0,62,moyenne
38,JU,célibataire,0,50,3694,1079,950,794,non,0,82,moyenne
32,SG,célibataire,0,80,6420,2023,1874,907,oui,618,83,bonne
51,TI,célibataire,0,100,7587,4514,3336,1977,oui,2901,0,très_mauvaise
26,VS,célibataire,0,100,5757,2020,1508,1147,non,0,88,moyenne
41,BL,veuf,0,100,9461,5506,4275,2030,oui,3036,0,très_mauvaise
61,VS,célibataire,0,100,9596,2477,2398,1295,non,0,100,bonne
38,FR,célibataire,0,100,6489,2948,2723,2048,oui,1825,0,très_mauvaise
49,AI,célibataire,1,100,7622,1989,1923,982,non,0,100,bonne
54,OW,célibataire,0,100,6999,1266,1124,627,non,0,100,très_bonne
53,AI,célibataire,0,100,7330,2807,2723,1737,non,0,60,mauvaise
44,SO,marié,0,100,5988,1479,1692,995,non,0,100,bonne
45,JU,marié,2,100,7972,2138,2401,1530,oui,1456,75,moyenne
46,TG,célibataire,0,100,6153,1885,1792,967,non,0,89,bonne
59,LU,célibataire,0,50,3802,1049,867,583,non,0,95,bonne
61,ZG,marié,1,50,4481,2673,1873,869,non,0,28,mauvaise
40,AR,marié,0,80,6547,2229,2587,1529,oui,1404,28,mauvaise
41,BL,célibataire,0,50,4566,958,804,533,non,0,100,très_bonne
40,FR,divorcé,0,80,6216,1613,1716,841,non,0,100,bonne
26,TG,marié,1,100,6524,1568,1731,1002,oui,911,93,bonne
28,NE,marié,1,50,3316,1170,1027,754,non,0,60,mauvaise
45,BL,divorcé,0,100,8497,3151,3086,1833,oui,1109,29,moyenne
63,SG,marié,1,100,9109,3026,2592,1927,oui,1219,69,moyenne
58,NW,marié,1,80,6308,3551,2183,2054,non,0,18,très_mauvaise
54,OW,divorcé,1,80,5821,1031,921,479,non,0,100,très_bonne
30,BL,célibataire,0,50,3343,2208,1543,1156,non,0,0,très_mauvaise
41,SG,divorcé,0,100,8565,2360,2201,1430,non,0,100,bonne
63,AR,célibataire,1,100,7705,2529,2028,1656,oui,1376,72,moyenne
49,UR,célibataire,0,100,7987,2123,1953,1145,non,0,100,bonne
29,AR,marié,0,80,5731,1915,1811,1403,oui,1590,21,mauvaise
29,SH,divorcé,0,100,8016,2922,2851,1726,oui,1917,24,mauvaise
44,TI,marié,1,100,8840,2796,2818,1916,non,0,85,moyenne
40,SO,célibataire,1,50,3687,1541,1418,1126,oui,1321,0,très_mauvaise
65,NE,marié,0,100,8362,1573,1337,1011,oui,556,100,très_bonne
61,UR,marié,0,100,7942,1669,1457,1071,non,0,100,très_bonne
64,LU,célibataire,0,80,7705,2398,2685,1401,non,0,93,moyenne
33,BE,veuf,0,100,8756,4061,3537,1728,non,0,42,mauvaise
29,TG,célibataire,0,50,3353,1163,1110,690,oui,557,43,moyenne
26,FR,célibataire,0,80,4918,1501,1330,732,non,0,100,bonne
33,BL,célibataire,0,80,5766,1155,1124,524,non,0,100,très_bonne
60,TG,marié,3,50,4203,1533,1720,932,oui,1124,5,mauvaise
46,JU,marié,3,80,5374,1232,1392,673,oui,715,100,bonne
46,TI,célibataire,1,100,6085,2192,2440,1371,non,0,60,mauvaise
46,VS,marié,3,100,6370,1754,1431,857,oui,834,95,bonne
58,GE,célibataire,1,100,10260,4346,3140,1522,non,0,86,moyenne
53,GR,marié,1,100,8663,2837,2380,1410,non,0,100,bonne
62,TI,marié,2,100,7147,3216,2800,1407,oui,1548,18,mauvaise
57,AI,célibataire,0,80,6478,2350,2201,1476,oui,1180,28,mauvaise
42,SO,marié,2,80,5764,1823,1793,1113,non,0,89,moyenne
31,FR,marié,0,100,6755,1171,1192,851,non,0,100,très_bonne
25,ZG,marié,3,100,9499,3948,2886,1461,non,0,79,bonne
57,BS,marié,4,80,8072,2941,2370,1207,non,0,92,moyenne
25,AG,marié,2,100,5917,1684,1349,933,non,0,100,bonne
48,ZH,veuf,0,80,6265,2604,2074,736,non,0,73,bonne
28,GR,célibataire,0,100,7965,3425,2779,1638,oui,1811,22,mauvaise
28,SH,marié,1,100,7205,2600,2297,1707,oui,1951,13,mauvaise
42,VD,célibataire,1,100,8726,3618,2758,1795,oui,1729,22,moyenne
51,TI,célibataire,1,100,8600,3877,4416,2414,oui,3609,0,très_mauvaise
56,ZH,célibataire,0,100,10277,3860,3846,1602,non,0,76,moyenne
57,SG,veuf,0,80,5932,1645,1690,995,oui,507,88,bonne
52,SO,marié,2,100,8831,4948,3914,1992,oui,2899,0,très_mauvaise
65,TG,célibataire,0,80,5837,2668,2774,1260,oui,1853,0,très_mauvaise
60,AR,célibataire,0,100,7024,1497,1313,960,non,0,100,très_bonne
30,UR,divorcé,1,100,8037,1618,1556,756,non,0,100,très_bonne
40,AR,marié,0,100,6644,2003,2171,1382,oui,1225,46,moyenne
58,VD,célibataire,0,100,9605,3205,3104,1669,non,0,97,moyenne
47,VD,divorcé,0,100,9187,4492,3524,2524,oui,2249,18,mauvaise
48,JU,marié,1,50,3647,1202,1096,825,oui,736,38,mauvaise
37,SH,célibataire,0,100,5886,1492,1699,837,oui,930,83,bonne
42,VD,marié,2,100,8781,2228,2308,1114,non,0,100,très_bonne
37,ZH,divorcé,0,100,6802,2786,2581,1107,oui,1147,23,moyenne
61,JU,divorcé,1,80,7438,3026,2217,2054,oui,1893,3,mauvaise
63,ZG,célibataire,0,100,8897,3564,2873,1129,non,0,82,bonne
41,NW,célibataire,0,100,7336,2106,2143,1057,non,0,100,bonne
39,VS,célibataire,0,100,6669,1487,1533,573,non,0,100,très_bonne
42,SO,marié,1,80,6229,1500,1512,864,non,0,100,bonne
47,VS,marié,0,100,7532,2749,2345,1508,oui,1961,17,mauvaise
54,BE,célibataire,0,100,8159,4043,3550,1699,oui,2142,0,très_mauvaise
58,BE,marié,0,100,9953,4495,4017,2732,non,0,38,mauvaise
28,OW,marié,2,80,4275,1647,1503,955,oui,853,20,mauvaise
27,VS,marié,4,100,7786,3662,3252,2389,oui,2774,0,très_mauvaise
31,AG,divorcé,0,100,7116,2071,2214,1478,oui,1055,68,moyenne
42,TG,marié,2,100,6702,2505,1979,1798,non,0,68,mauvaise
31,SH,célibataire,0,100,5903,1398,1311,811,non,0,100,très_bonne
64,LU,marié,1,100,9765,2918,3121,1423,non,0,100,moyenne
30,NW,marié,2,100,6134,1399,1166,540,non,0,100,très_bonne
46,NW,célibataire,0,100,6250,2185,2052,1745,non,0,76,mauvaise
25,UR,marié,2,100,6115,1522,1481,962,non,0,100,bonne
28,VS,célibataire,0,80,5493,1704,1482,968,non,0,96,moyenne
53,SZ,célibataire,0,50,4343,2530,1858,1185,oui,1766,0,très_mauvaise
45,SG,célibataire,0,80,6200,1795,2030,1244,non,0,88,moyenne
50,JU,veuf,0,100,7823,2649,2896,2178,oui,1535,32,mauvaise
38,UR,marié,3,100,6298,2092,2251,1616,oui,1594,13,mauvaise
33,VS,célibataire,1,100,5737,1759,1267,907,non,0,96,bonne
36,BL,veuf,0,100,8494,2730,2770,1272,oui,1134,80,moyenne
30,AI,marié,2,50,2918,588,494,368,non,0,100,très_bonne
44,AI,marié,0,100,6834,1389,979,891,oui,217,100,très_bonne
48,BE,célibataire,0,100,9220,3060,2623,1474,non,0,100,bonne
51,GR,célibataire,1,80,5546,1185,1077,499,non,0,100,très_bonne
62,ZH,marié,0,100,9318,4161,4188,2244,non,0,38,mauvaise
32,GR,marié,3,80,4574,2520,2255,1265,non,0,10,très_mauvaise
25,JU,marié,1,50,2677,962,858,742,non,0,60,mauvaise
48,GL,marié,2,50,3111,1076,965,818,non,0,68,mauvaise
31,SO,marié,1,100,8217,2160,1966,1237,non,0,100,bonne
43,NE,célibataire,0,100,6276,1581,1583,847,non,0,100,bonne
46,NE,marié,2,100,7800,3080,3072,2000,non,0,54,mauvaise
59,AR,marié,0,100,7319,1877,2310,1567,non,0,88,moyenne
54,AI,célibataire,0,50,3241,1326,1526,970,oui,913,0,très_mauvaise
53,SG,célibataire,0,80,5897,1794,1956,1248,oui,798,61,moyenne
46,SG,marié,1,80,6380,2513,2087,1670,non,0,68,mauvaise
35,BS,divorcé,2,80,5450,2704,2159,1087,oui,1256,18,mauvaise
44,FR,célibataire,0,100,7842,2569,2948,1810,oui,2078,17,mauvaise
53,TG,célibataire,0,100,8130,2436,2258,1201,non,0,100,bonne
65,OW,célibataire,0,80,6306,3355,2517,1280,oui,2568,0,très_mauvaise
58,GL,divorcé,0,50,3300,1275,1260,776,non,0,42,mauvaise
25,BL,marié,1,100,6302,1852,1427,826,non,0,100,très_bonne
55,BE,divorcé,2,100,7883,2158,2295,878,oui,739,99,bonne
54,AG,divorcé,1,100,8937,2707,2410,1204,non,0,100,bonne
42,VD,célibataire,0,80,7887,1882,1726,959,non,0,100,très_bonne
41,FR,célibataire,0,100,8277,3369,2921,1833,oui,1503,14,mauvaise
62,UR,marié,2,80,7355,3894,3045,1489,oui,2408,0,très_mauvaise
38,BS,célibataire,0,100,9587,3199,3172,1694,oui,1337,77,moyenne
47,GR,célibataire,0,50,3972,1310,1148,556,non,0,83,bonne
49,NW,célibataire,0,80,6531,2611,2179,1617,oui,1700,13,mauvaise
39,TG,marié,1,100,8740,2739,2202,1721,non,0,100,moyenne
46,NE,marié,2,80,7402,2405,1962,1222,oui,677,88,bonne
27,NE,célibataire,0,100,6995,3031,2540,2030,oui,1913,0,très_mauvaise
43,VS,marié,1,50,3408,1401,1082,917,oui,815,10,mauvaise
58,JU,célibataire,0,50,3352,872,911,494,oui,656,77,moyenne
59,GE,marié,2,100,8029,4308,3765,1673,oui,1734,0,mauvaise
25,UR,marié,2,80,5784,1774,1543,1102,oui,1004,76,moyenne
45,NW,célibataire,0,80,6943,1879,2150,1277,oui,943,76,moyenne
53,FR,marié,2,80,7542,1548,1447,986,non,0,100,très_bonne
30,JU,marié,1,100,7695,2333,1981,1293,oui,1194,80,moyenne
61,AR,célibataire,1,100,9421,2908,2754,1974,oui,1730,64,moyenne
25,BS,célibataire,1,100,8473,3947,3226,1555,oui,2007,22,mauvaise
25,ZH,veuf,0,100,7311,4429,3454,1937,oui,2464,0,très_mauvaise
51,TG,célibataire,0,100,6689,2748,2343,1804,oui,1584,10,mauvaise
45,GR,marié,3,100,7080,4333,3734,1801,oui,2095,0,très_mauvaise
40,GE,marié,1,100,9357,3897,3354,1191,non,0,73,bonne
64,AI,célibataire,0,100,7215,2234,2290,1866,non,0,76,mauvaise
50,SZ,célibataire,1,100,7017,1408,1377,751,non,0,100,très_bonne
40,AG,divorcé,0,100,6172,1553,1243,573,oui,206,100,très_bonne
52,UR,célibataire,1,100,6822,2016,1839,1144,oui,845,83,bonne
25,OW,marié,1,80,6271,1311,905,527,non,0,100,très_bonne
60,JU,marié,2,100,7544,1724,1634,663,oui,684,100,très_bonne
34,SG,marié,2,100,7182,1818,2096,1100,oui,922,81,bonne
41,NW,veuf,0,100,7510,2201,2275,1316,non,0,100,moyenne
47,NE,marié,2,100,7162,1718,1379,922,non,0,100,très_bonne
31,VS,marié,2,100,6122,1601,1457,805,oui,722,95,bonne
31,NW,divorcé,0,50,2928,1369,1212,921,non,0,12,très_mauvaise
39,ZG,divorcé,2,100,10069,3879,3757,2096,oui,1961,28,moyenne
58,BL,veuf,0,100,10364,4220,3877,2085,non,0,58,moyenne
28,TG,marié,2,100,7698,2274,1892,1104,non,0,100,moyenne
38,SH,célibataire,0,100,7065,2508,2586,1370,oui,1862,13,mauvaise
38,AI,marié,3,50,3447,1030,872,685,non,0,90,moyenne
40,VS,célibataire,0,50,3673,1637,1821,924,non,0,12,très_mauvaise
31,ZG,célibataire,0,80,6472,2759,2021,736,non,0,73,bonne
56,AR,célibataire,0,80,5788,1876,1685,923,oui,803,69,moyenne
43,SZ,divorcé,1,100,8614,2765,2185,1028,oui,798,99,bonne
26,GR,célibataire,0,80,5522,1568,1441,694,oui,700,95,bonne
34,TI,marié,2,80,6682,3900,3514,1433,oui,2540,0,très_mauvaise
41,TG,marié,0,100,7314,2956,2564,1371,oui,1803,18,mauvaise
61,GL,célibataire,0,100,8020,1905,2239,1202,non,0,100,bonne
36,AR,marié,3,50,3484,1284,1177,734,oui,694,30,mauvaise
30,TI,marié,3,100,7568,2880,2570,1340,oui,1491,40,moyenne
46,GE,divorcé,0,50,5125,1716,1306,496,oui,193,100,très_bonne
56,ZG,célibataire,0,100,10336,6277,5046,3338,oui,3050,0,très_mauvaise
65,AG,célibataire,0,100,9503,3814,3492,1833,oui,2061,26,mauvaise
44,JU,marié,0,100,8782,2270,2799,1317,non,0,100,moyenne
25,VD,célibataire,0,50,3288,1034,1016,432,non,0,83,bonne
30,OW,célibataire,0,80,5650,2124,2140,1186,non,0,60,mauvaise
43,UR,célibataire,1,100,8754,4349,3711,3042,oui,2760,0,très_mauvaise
42,SO,marié,0,80,5333,1775,2110,1142,oui,1164,28,mauvaise
30,FR,célibataire,0,100,6683,1880,1986,990,oui,1188,83,moyenne
57,LU,marié,2,50,3776,1141,894,535,oui,315,82,bonne
47,ZH,divorcé,0,100,9206,2848,2333,1163,non,0,100,très_bonne
47,BS,marié,0,100,9505,2795,2998,1238,non,0,100,bonne
50,VS,célibataire,0,100,7806,2178,2233,1595,oui,1050,72,moyenne
37,AR,marié,1,100,5649,2125,1852,1115,oui,1098,36,mauvaise
31,AR,célibataire,0,50,3752,760,622,497,non,0,100,très_bonne
39,TI,célibataire,0,100,6043,2247,1785,1220,oui,761,53,moyenne
51,SH,célibataire,0,100,8263,2093,2391,1320,oui,678,92,bonne
50,JU,marié,4,100,7679,2379,2321,1289,oui,1265,73,moyenne
57,NW,marié,0,100,8186,3531,2960,1622,oui,1908,22,mauvaise
39,SG,divorcé,2,100,8595,2752,2836,1310,oui,1388,73,moyenne
60,NE,divorcé,1,100,6681,2084,1914,864,non,0,96,bonne
51,AG,célibataire,0,100,8944,3904,3386,2342,non,0,34,mauvaise
29,NW,marié,1,100,8187,2230,2173,1185,non,0,100,bonne
26,LU,célibataire,1,100,7819,3994,3148,1613,oui,2249,0,très_mauvaise
57,LU,marié,2,100,7037,1222,1545,884,non,0,100,très_bonne
40,JU,célibataire,0,100,8655,1756,1315,881,non,0,100,très_bonne
47,GE,divorcé,0,100,11017,6329,3980,2720,oui,2932,0,mauvaise
62,GR,divorcé,2,100,6982,2525,2404,1425,oui,1223,33,moyenne
40,TG,célibataire,0,80,6723,2802,2240,1349,non,0,58,mauvaise
38,VD,marié,0,80,5382,2531,2343,1088,oui,1412,0,mauvaise
53,SH,marié,3,50,3960,1107,1002,730,oui,582,75,moyenne
50,LU,marié,0,100,8331,2378,2806,1804,oui,1026,72,moyenne
59,JU,marié,2,100,7165,2677,2076,1901,non,0,68,mauvaise
39,JU,marié,1,100,7042,2708,2143,1941,oui,1961,13,mauvaise
27,NW,divorcé,0,100,7143,2384,2309,1452,non,0,76,moyenne
47,NW,marié,2,100,6649,1321,1330,814,non,0,100,très_bonne
53,SZ,marié,2,80,7275,4085,3600,1541,oui,2856,0,très_mauvaise
58,LU,marié,3,100,6581,2210,1810,1149,non,0,96,moyenne
57,GR,veuf,0,50,4497,2265,1676,1310,oui,1213,0,très_mauvaise
65,AR,célibataire,0,100,7484,2277,2423,1176,non,0,89,moyenne
65,TG,célibataire,0,100,9638,3204,2840,2646,oui,1890,44,mauvaise
47,SH,marié,1,100,7388,2570,3024,1939,oui,1349,28,mauvaise
31,UR,veuf,0,100,6118,1992,1925,1682,oui,1636,21,mauvaise
27,NE,célibataire,0,80,5588,1945,1923,1042,oui,881,59,moyenne
56,GL,marié,3,80,6143,3185,2375,1268,oui,2428,0,très_mauvaise
55,TI,célibataire,0,80,6198,2335,2065,1668,oui,1427,28,mauvaise
42,BL,marié,2,100,7673,4069,3143,1879,oui,2698,0,très_mauvaise
31,VD,divorcé,1,100,6435,3188,2380,1298,non,0,40,mauvaise
65,GL,marié,3,100,8574,2713,2285,1714,oui,1495,80,moyenne
25,AR,marié,1,100,5854,1577,1426,698,non,0,100,bonne
38,SG,divorcé,1,100,5960,1766,1761,976,non,0,96,bonne
56,SZ,célibataire,0,100,8776,4235,2921,1594,oui,1969,30,mauvaise
30,TG,divorcé,2,50,3022,599,514,280,non,0,100,très_bonne
63,UR,marié,2,100,8107,3038,2679,1593,non,0,80,mauvaise
34,SO,marié,1,100,7020,3906,2503,1807,oui,2583,0,très_mauvaise
31,GR,marié,0,100,6594,1388,1244,860,non,0,100,très_bonne
50,FR,marié,2,100,8479,2854,2665,1827,non,0,85,moyenne
58,SG,divorcé,0,100,8783,3694,2652,1632,oui,1740,30,mauvaise
54,AR,divorcé,2,100,6588,1317,1061,909,oui,274,100,très_bonne
60,OW,marié,2,100,8171,1919,2120,1319,non,0,100,bonne
45,VS,célibataire,0,100,6912,2003,1926,885,non,0,100,bonne
41,TI,célibataire,0,100,8035,3358,2994,1530,oui,2047,7,mauvaise
57,AI,marié,2,100,8096,1575,1189,674,non,0,100,très_bonne
34,AR,divorcé,2,50,3719,1070,1130,597,oui,583,68,moyenne
36,GL,marié,1,100,5660,1680,1347,951,non,0,100,bonne
40,ZG,veuf,0,50,5357,2454,2625,1182,oui,1324,0,mauvaise
65,SO,veuf,0,100,9289,3661,3321,2430,oui,2246,28,mauvaise
56,BE,marié,1,80,6352,2463,2129,1346,non,0,68,moyenne
39,BL,divorcé,0,80,7323,2987,2405,1444,non,0,66,moyenne
51,UR,veuf,0,80,6638,1732,1791,1051,oui,639,95,bonne
52,ZG,marié,1,100,8405,3490,2952,1671,oui,1446,27,moyenne
41,SZ,marié,4,100,9634,3037,2757,1549,non,0,100,bonne
26,AG,marié,1,50,2988,776,677,379,oui,384,82,bonne
60,VD,célibataire,0,100,7227,2388,2025,1074,oui,1079,76,bonne
31,LU,marié,1,100,7233,3042,2470,1495,oui,1949,3,mauvaise
37,TI,célibataire,0,100,7724,2857,2428,1085,non,0,92,moyenne
39,LU,célibataire,0,100,6714,1930,1580,1066,oui,889,88,bonne
49,OW,divorcé,1,100,6101,1409,901,813,non,0,100,très_bonne
47,FR,marié,1,100,8177,2676,2686,1408,oui,1233,73,moyenne
46,SZ,célibataire,0,100,9141,2025,2054,1144,oui,517,100,très_bonne
50,GE,marié,0,100,7562,3646,2774,1894,non,0,34,mauvaise
57,LU,veuf,0,100,8614,3279,3382,1988,oui,2322,9,mauvaise
35,VD,divorcé,2,80,5374,2351,1661,1065,non,0,66,moyenne
34,NE,célibataire,0,50,3811,1439,1021,551,non,0,82,moyenne
49,NW,veuf,0,100,6607,2084,2122,1361,non,0,81,moyenne
61,VD,marié,0,80,7138,2427,2451,1425,oui,1163,59,moyenne
62,GR,marié,2,100,7403,2383,2336,1485,oui,1180,61,moyenne
65,VS,marié,2,80,5325,2243,1967,1214,oui,1239,10,mauvaise
48,GL,divorcé,1,100,7890,3583,2993,2712,oui,3274,0,très_mauvaise
64,ZH,divorcé,1,100,7782,2166,1654,752,non,0,100,très_bonne
57,GE,célibataire,0,50,5090,1965,1431,751,non,0,83,bonne
41,UR,marié,3,80,6943,1970,1546,847,oui,1000,95,bonne
48,NE,marié,3,80,5432,2447,1924,1002,oui,1037,18,mauvaise
61,JU,marié,3,100,8489,2656,2056,1784,oui,1237,72,moyenne
26,NW,marié,0,100,7485,1843,1812,972,non,0,100,très_bonne
56,SH,marié,0,100,8177,1683,1691,1136,oui,515,100,très_bonne
48,BL,marié,0,80,5985,1512,1347,814,non,0,100,très_bonne
33,FR,célibataire,0,100,7982,2676,2299,1454,oui,1555,58,moyenne
28,VS,marié,2,80,4522,1754,1533,857,oui,1091,36,mauvaise
41,GR,marié,2,100,8232,2746,2525,1576,oui,1105,73,moyenne
41,ZH,marié,2,80,8345,3968,3144,1696,oui,1248,19,moyenne
54,UR,veuf,0,100,7560,1248,1094,705,non,0,100,très_bonne
64,AI,célibataire,0,80,7615,2511,2986,1629,non,0,72,mauvaise
35,AI,marié,1,80,5318,1653,2101,1101,oui,1485,13,mauvaise
45,GR,marié,1,80,6444,2531,2622,1623,oui,1255,20,mauvaise
45,GL,célibataire,1,100,7878,3124,2708,1858,non,0,72,mauvaise
42,FR,célibataire,0,100,8890,2834,2217,1353,non,0,100,moyenne
53,AI,divorcé,1,100,8739,2355,2138,1176,oui,1306,99,bonne
48,VS,marié,2,80,5672,2155,2026,1496,oui,1290,20,mauvaise
34,NE,marié,0,50,4368,1847,1519,1062,oui,1024,18,mauvaise
41,SO,marié,2,80,6051,2430,2406,1337,non,0,40,mauvaise
42,OW,divorcé,1,80,5575,1742,1467,1114,oui,839,76,moyenne
44,ZH,marié,3,80,6219,1987,1773,907,oui,592,83,bonne
61,BS,divorcé,1,50,4194,1470,1201,648,non,0,76,moyenne
42,GE,célibataire,0,100,10093,6174,4927,2220,oui,2601,0,mauvaise
41,OW,marié,1,100,8441,1830,1669,957,non,0,100,très_bonne
33,BL,célibataire,0,100,7732,2481,2267,1171,oui,1106,73,moyenne
38,JU,marié,2,80,5404,1824,1675,816,non,0,89,moyenne
53,SG,marié,2,100,7879,1924,1780,875,non,0,100,très_bonne
55,ZH,marié,1,100,11090,3112,2103,1265,oui,684,100,très_bonne
28,GL,célibataire,1,80,4773,1290,1142,672,non,0,100,bonne
42,VD,marié,0,100,8118,4283,2774,2157,oui,2107,0,mauvaise
44,GL,célibataire,0,100,7335,1914,1830,913,oui,970,95,bonne
33,NE,marié,1,100,5848,2070,1651,1004,non,0,81,moyenne
37,SO,divorcé,1,100,6236,2458,2253,1382,oui,1347,20,mauvaise
